class,support,producer_accuracy,user_accuracy,f1
0,847,1.0,0.9918032786885246,0.9958847736625513
1,972,0.992798353909465,0.9958720330237358,0.9943328181349819
2,977,0.9918116683725691,1.0,0.9958890030832477
3,923,0.9891657638136512,0.9956379498364231,0.9923913043478261
4,1110,1.0,0.9910714285714286,0.9955156950672646
