task,row,col,x,y_coord,label,confidence,dem,slope,aspect,twi_proxy,2012_ndvi_point,2013_ndvi_point,2014_ndvi_point,ndvi_time_mean,ndvi_time_min,ndvi_time_max,ndvi_time_std,ndvi_time_range
subtype,717,950,96.28592372835091,46.89654940745962,1,0.97103775,1619.0,1.390749,102.919014,3.718147,4384.0,2666.0,3605.0,3551.6667,2666.0,4384.0,702.3837,1718.0
subtype,717,2472,109.95828235265003,46.89654940745962,0,0.9871341,1106.0,0.5485864,235.46661,4.6485023,5734.0,5559.0,5036.0,5443.0,5036.0,5734.0,296.52768,698.0
subtype,717,2625,111.3327047373529,46.89654940745962,0,1.0,1193.0,1.2437875,0.0,3.8298626,6240.0,6753.0,5862.0,6285.0,5862.0,6753.0,365.13834,891.0
subtype,717,3546,119.6061885040937,46.89654940745962,0,1.0,1038.0,11.921387,29.057993,1.55531,7836.0,7712.0,8000.0,7849.3335,7712.0,8000.0,117.9529,288.0
subtype,718,545,92.64774682766685,46.88756625461843,3,0.99996907,2423.0,2.9386618,17.894121,2.9693758,3737.0,2648.0,2669.0,3018.0,2648.0,3737.0,508.48206,1089.0
subtype,718,552,92.71062889755521,46.88756625461843,3,0.9999907,2512.0,11.6613455,330.2143,1.5779996,3501.0,2668.0,3448.0,3205.6667,2668.0,3501.0,380.80295,833.0
subtype,718,2002,105.73620051728827,46.88756625461843,0,0.9853525,1480.0,6.920157,257.0789,2.108901,4889.0,4267.0,4137.0,4431.0,4137.0,4889.0,328.17474,752.0
subtype,718,2180,107.33520172302102,46.88756625461843,0,0.9979762,1404.0,0.90364784,90.0,4.149396,5624.0,5145.0,4645.0,5138.0,4645.0,5624.0,399.70572,979.0
subtype,718,2197,107.48791532132134,46.88756625461843,0,0.9979762,1331.0,2.8272011,320.29858,3.0081074,5661.0,4727.0,4230.0,4872.6665,4230.0,5661.0,593.21405,1431.0
subtype,718,3044,115.09664577781369,46.88756625461843,0,1.0,962.0,2.1930916,304.53787,3.2624,6010.0,5858.0,5307.0,5725.0,5307.0,6010.0,302.01434,703.0
subtype,718,3188,116.3902197869458,46.88756625461843,0,1.0,729.0,0.0,180.0,13.815511,5814.0,5580.0,5164.0,5519.3335,5164.0,5814.0,268.8064,650.0
subtype,718,3724,121.20518970982644,46.88756625461843,0,1.0,761.0,8.537871,251.01025,1.8962682,7425.0,7747.0,7845.0,7672.3335,7425.0,7845.0,179.4089,420.0
subtype,718,3781,121.71722942177456,46.88756625461843,0,1.0,661.0,18.117834,105.392334,1.1171961,7342.0,7777.0,7710.0,7609.6665,7342.0,7777.0,191.23517,435.0
subtype,718,3969,123.40606215591927,46.88756625461843,0,1.0,141.0,0.5485241,235.46213,4.648616,7215.0,7762.0,7321.0,7432.6665,7215.0,7762.0,236.86049,547.0
subtype,719,553,92.7196120503964,46.87858310177723,3,0.99828684,2438.0,7.3897843,33.173378,2.0425541,3501.0,2668.0,3448.0,3205.6667,2668.0,3501.0,380.80295,833.0
subtype,719,555,92.7375783560788,46.87858310177723,3,0.9999907,2532.0,10.072341,23.548159,1.7280519,3501.0,2668.0,3448.0,3205.6667,2668.0,3501.0,380.80295,833.0
subtype,719,929,96.09727751868581,46.87858310177723,1,0.98115313,1615.0,11.151661,90.0,1.6238933,2826.0,2219.0,2893.0,2646.0,2219.0,2893.0,303.17102,674.0
subtype,719,956,96.33982264539807,46.87858310177723,1,0.98040605,1691.0,1.3903066,77.076805,3.718465,4384.0,2666.0,3687.0,3579.0,2666.0,4384.0,705.51587,1718.0
subtype,719,2196,107.47893216848014,46.87858310177723,0,0.9979762,1352.0,1.9104795,288.9927,3.400472,5661.0,4727.0,4230.0,4872.6665,4230.0,5661.0,593.21405,1431.0
subtype,719,2807,112.96763855445042,46.87858310177723,0,1.0,1005.0,2.577069,118.8414,3.1008773,5941.0,7080.0,5841.0,6287.3335,5841.0,7080.0,561.98474,1239.0
subtype,719,2841,113.27306575105106,46.87858310177723,0,1.0,1154.0,2.3416917,105.39478,3.1967719,6240.0,6600.0,5396.0,6078.6665,5396.0,6600.0,504.59576,1204.0
subtype,719,3738,121.33095384960316,46.87858310177723,0,1.0,649.0,1.6449834,124.54236,3.550187,7715.0,7809.0,7861.0,7795.0,7715.0,7861.0,60.420746,146.0
subtype,720,413,91.46197065262908,46.869599948936035,3,0.99060524,3362.0,25.063475,59.29023,0.7600179,3010.0,2891.0,2432.0,2777.6667,2432.0,3010.0,249.20451,578.0
subtype,720,464,91.92011144753003,46.869599948936035,3,1.0,2695.0,8.981297,266.0615,1.8448385,2971.0,2283.0,2553.0,2602.3333,2283.0,2971.0,283.03278,688.0
subtype,720,465,91.92909460037123,46.869599948936035,3,1.0,2651.0,6.5646124,286.43948,2.1621356,2971.0,2283.0,2553.0,2602.3333,2283.0,2971.0,283.03278,688.0
subtype,720,466,91.93807775321243,46.869599948936035,3,1.0,2560.0,6.9179773,282.9253,2.1092193,2971.0,2283.0,2553.0,2602.3333,2283.0,2971.0,283.03278,688.0
subtype,720,515,92.37825224243099,46.869599948936035,3,0.9996721,2556.0,6.5642276,172.12427,2.1621947,3466.0,1725.0,2698.0,2629.6667,1725.0,3466.0,712.40076,1741.0
subtype,720,526,92.47706692368413,46.869599948936035,3,0.9999907,2401.0,3.8331845,304.54684,2.7030227,3737.0,2228.0,2413.0,2792.6667,2228.0,3737.0,672.00214,1509.0
subtype,720,555,92.7375783560788,46.869599948936035,3,0.9999907,2404.0,9.6487665,47.897873,1.7718748,3501.0,2668.0,3448.0,3205.6667,2668.0,3501.0,380.80295,833.0
subtype,720,959,96.36677210392166,46.869599948936035,1,0.99338835,1704.0,5.3652344,324.01166,2.3653474,4761.0,2934.0,3833.0,3842.6667,2934.0,4761.0,745.90094,1827.0
subtype,720,2095,106.57163373151943,46.869599948936035,0,0.97620785,1429.0,2.8268156,39.69198,3.008244,4618.0,4156.0,3861.0,4211.6665,3861.0,4618.0,311.54062,757.0
subtype,720,2122,106.8141788582317,46.869599948936035,0,0.96618783,1354.0,1.4907207,65.345345,3.648703,4311.0,4527.0,3341.0,4059.6667,3341.0,4527.0,515.76825,1186.0
subtype,720,2143,107.0028250678968,46.869599948936035,0,0.9979762,1414.0,1.8327843,99.76613,3.4420183,4316.0,4852.0,4653.0,4607.0,4316.0,4852.0,221.22537,536.0
subtype,720,2189,107.41605009859178,46.869599948936035,0,0.9979762,1425.0,1.5370516,215.98836,3.6180837,5636.0,5144.0,4645.0,5141.6665,4645.0,5636.0,404.57742,991.0
subtype,720,2531,110.48828837028054,46.869599948936035,0,1.0,1195.0,2.5269995,349.7096,3.120523,5012.0,5718.0,5569.0,5433.0,5012.0,5718.0,303.84317,706.0
subtype,720,3625,120.3158575785481,46.869599948936035,0,1.0,1113.0,20.099167,262.32822,1.0053062,8112.0,8188.0,8265.0,8188.3335,8112.0,8265.0,62.462433,153.0
subtype,720,3739,121.33993700244437,46.869599948936035,0,1.0,786.0,9.04424,188.54504,1.8377383,7715.0,7809.0,7861.0,7795.0,7715.0,7861.0,60.420746,146.0
subtype,721,413,91.46197065262908,46.86061679609484,3,0.97901285,3482.0,2.1923454,55.448685,3.2627406,3010.0,2891.0,2432.0,2777.6667,2432.0,3010.0,249.20451,578.0
subtype,721,466,91.93807775321243,46.86061679609484,3,0.99916667,2628.0,6.996426,135.04582,2.0978317,2971.0,2283.0,2553.0,2602.3333,2283.0,2971.0,283.03278,688.0
subtype,721,514,92.36926908958979,46.86061679609484,3,0.9996721,2734.0,9.7152195,207.41353,1.7648789,3466.0,1725.0,2698.0,2629.6667,1725.0,3466.0,712.40076,1741.0
subtype,721,519,92.41418485379577,46.86061679609484,3,1.0,2456.0,4.6010575,298.17252,2.5197756,3910.0,2126.0,2541.0,2859.0,2126.0,3910.0,762.23663,1784.0
subtype,721,529,92.50401638220772,46.86061679609484,3,0.9993333,2335.0,2.979015,65.34171,2.9557133,3737.0,2228.0,2403.0,2789.3333,2228.0,3737.0,673.8993,1509.0
subtype,721,551,92.70164574471401,46.86061679609484,3,1.0,2291.0,2.826623,320.31274,3.0083122,3501.0,2668.0,3448.0,3205.6667,2668.0,3501.0,380.80295,833.0
subtype,721,559,92.77351096744358,46.86061679609484,3,0.99995977,2399.0,12.1148205,35.983795,1.5387325,3730.0,3257.0,2969.0,3318.6667,2969.0,3730.0,313.7221,761.0
subtype,721,685,93.90538822543418,46.86061679609484,1,0.9995667,1668.0,4.0920844,146.57118,2.6374562,3117.0,1857.0,2382.0,2452.0,1857.0,3117.0,516.7688,1260.0
subtype,721,816,95.08218124763076,46.86061679609484,1,0.9803474,1811.0,2.9385228,17.88571,2.969423,4032.0,2086.0,2447.0,2855.0,2086.0,4032.0,845.2128,1946.0
subtype,721,1872,104.5683906479329,46.86061679609484,0,0.9925178,1464.0,0.621967,0.0,4.522964,4856.0,4956.0,4708.0,4840.0,4708.0,4956.0,101.87574,248.0
subtype,721,1962,105.37687440364047,46.86061679609484,0,0.9948512,1525.0,4.6741385,74.6003,2.503948,4373.0,5167.0,3905.0,4481.6665,3905.0,5167.0,520.9077,1262.0
subtype,721,2225,107.73944360087481,46.86061679609484,0,0.99833333,1280.0,0.5483372,304.5513,4.648957,5611.0,5180.0,4770.0,5187.0,4770.0,5611.0,343.3725,841.0
subtype,721,2783,112.75204288626173,46.86061679609484,0,1.0,1016.0,1.2437875,0.0,3.8298626,6056.0,6428.0,5389.0,5957.6665,5389.0,6428.0,429.8312,1039.0
subtype,721,3552,119.66008742114086,46.86061679609484,0,1.0,1103.0,12.35644,144.85034,1.5183715,7819.0,7724.0,8095.0,7879.3335,7724.0,8095.0,157.3538,371.0
subtype,721,3701,120.99857719447894,46.86061679609484,0,1.0,962.0,10.843456,51.433704,1.6526201,7912.0,8041.0,8003.0,7985.3335,7912.0,8041.0,54.12537,129.0
subtype,722,411,91.44400434694668,46.85163364325364,3,0.995516,3493.0,34.834095,51.392254,0.3625464,2613.0,2558.0,3028.0,2733.0,2558.0,3028.0,209.8015,470.0
subtype,722,481,92.07282504583036,46.85163364325364,3,1.0,2764.0,9.687977,40.264175,1.7677413,2863.0,2506.0,2672.0,2680.3333,2506.0,2863.0,145.86371,357.0
subtype,722,484,92.09977450435395,46.85163364325364,3,1.0,2827.0,9.538479,44.71165,1.7835884,2863.0,2506.0,2672.0,2680.3333,2506.0,2863.0,145.86371,357.0
subtype,722,515,92.37825224243099,46.85163364325364,3,0.9996721,2619.0,7.388686,213.1602,2.0427043,3466.0,1725.0,2698.0,2629.6667,1725.0,3466.0,712.40076,1741.0
subtype,722,532,92.53096584073131,46.85163364325364,3,0.9988462,2282.0,1.6187862,343.80695,3.566249,3737.0,2228.0,2403.0,2789.3333,2228.0,3737.0,673.8993,1509.0
subtype,722,548,92.67469628619043,46.85163364325364,3,0.999682,2278.0,2.072133,334.17337,3.3191845,3501.0,2687.0,3448.0,3212.0,2687.0,3501.0,371.86108,814.0
subtype,722,1846,104.33482867406182,46.85163364325364,0,0.9802422,1764.0,7.4557405,231.52682,2.0335684,4398.0,5624.0,4526.0,4849.3335,4398.0,5624.0,550.259,1226.0
subtype,722,2083,106.46383589742508,46.85163364325364,0,0.9948512,1512.0,4.437723,191.71843,2.55607,4618.0,4219.0,4294.0,4377.0,4219.0,4618.0,173.14156,399.0
subtype,722,2160,107.15553866619712,46.85163364325364,0,0.9795673,1429.0,1.298272,315.93198,3.7869775,5237.0,4729.0,4794.0,4920.0,4729.0,5237.0,225.71811,508.0
subtype,722,2757,112.51848091239066,46.85163364325364,0,1.0,1020.0,0.45154965,90.0,4.843149,5842.0,6071.0,5528.0,5813.6665,5528.0,6071.0,222.58232,543.0
subtype,722,3057,115.21342676474923,46.85163364325364,0,1.0,937.0,8.042838,16.193066,1.9568392,5149.0,5061.0,4879.0,5029.6665,4879.0,5149.0,112.4317,270.0
subtype,722,3096,115.56376972555584,46.85163364325364,0,1.0,800.0,1.9191169,13.603837,3.395958,5766.0,5316.0,5438.0,5506.6665,5316.0,5766.0,190.01988,450.0
subtype,723,524,92.45910061800174,46.842650490412446,3,1.0,2421.0,3.5336297,194.7861,2.7846162,3561.0,2132.0,2094.0,2595.6667,2094.0,3561.0,682.77,1467.0
subtype,723,555,92.7375783560788,46.842650490412446,3,0.9993024,2159.0,2.8328302,350.83688,3.0061152,3605.0,2695.0,3467.0,3255.6667,2695.0,3605.0,400.4342,910.0
subtype,723,568,92.85435934301434,46.842650490412446,3,0.99988633,2241.0,3.132975,46.03933,2.9052281,4160.0,3195.0,3663.0,3672.6667,3195.0,4160.0,394.0189,965.0
subtype,723,1906,104.87381784453353,46.842650490412446,0,0.9816723,1327.0,0.3109927,180.0,5.2160187,4756.0,4856.0,4700.0,4770.6665,4700.0,4856.0,64.52562,156.0
subtype,723,3061,115.249359376114,46.842650490412446,0,1.0,882.0,5.9341598,223.02277,2.2639072,5227.0,5039.0,5173.0,5146.3335,5039.0,5227.0,79.03304,188.0
subtype,724,474,92.00994297594198,46.833667337571256,3,0.99625313,2695.0,10.06205,282.36423,1.7290955,3135.0,2954.0,2802.0,2963.6667,2802.0,3135.0,136.11841,333.0
subtype,724,530,92.51299953504892,46.833667337571256,3,1.0,2319.0,5.5802126,180.0,2.3258212,3723.0,1984.0,2560.0,2755.6667,1984.0,3723.0,723.3,1739.0
subtype,724,531,92.52198268789012,46.833667337571256,3,1.0,2331.0,2.7967381,180.0,3.018958,3723.0,1984.0,2560.0,2755.6667,1984.0,3723.0,723.3,1739.0
subtype,724,537,92.57588160493728,46.833667337571256,3,0.9937734,2233.0,5.939566,245.33081,2.2629902,3605.0,2202.0,2493.0,2766.6667,2202.0,3605.0,604.57825,1403.0
subtype,724,565,92.82740988449075,46.833667337571256,3,0.99985546,2178.0,4.0612516,6.370875,2.645045,4160.0,3172.0,3291.0,3541.0,3172.0,4160.0,440.38696,988.0
subtype,724,576,92.9262245657439,46.833667337571256,3,0.9996154,2129.0,4.89226,332.5982,2.4581265,4522.0,3689.0,3663.0,3958.0,3663.0,4522.0,398.94946,859.0
subtype,724,1977,105.5116216962584,46.833667337571256,0,0.97854775,1594.0,3.285399,304.56473,2.8576245,4878.0,4293.0,4359.0,4510.0,4293.0,4878.0,261.60657,585.0
subtype,724,2048,106.14942554798326,46.833667337571256,0,0.97179943,1450.0,2.3815386,49.265545,3.17988,4584.0,4038.0,3741.0,4121.0,3741.0,4584.0,349.12177,843.0
subtype,724,2155,107.11062290199115,46.833667337571256,0,0.9925178,1468.0,1.353972,270.0,3.744956,5139.0,4997.0,4636.0,4924.0,4636.0,5139.0,211.73726,503.0
subtype,724,2258,108.03588764463424,46.833667337571256,0,0.9804228,1335.0,1.2437875,0.0,3.8298626,5757.0,5552.0,4740.0,5349.6665,4740.0,5757.0,439.14792,1017.0
subtype,724,2426,109.54505732195504,46.833667337571256,0,0.996,1246.0,2.5754182,241.13835,3.101519,4836.0,4906.0,4677.0,4806.3335,4677.0,4906.0,95.81348,229.0
subtype,724,2467,109.91336658844405,46.833667337571256,0,1.0,1152.0,0.95479125,250.99255,4.094337,5747.0,5401.0,4403.0,5183.6665,4403.0,5747.0,569.8007,1344.0
subtype,725,538,92.58486475777848,46.82468418473006,3,0.9996774,2221.0,2.339511,254.59048,3.1977046,3605.0,2202.0,2493.0,2766.6667,2202.0,3605.0,604.57825,1403.0
subtype,725,574,92.9082582600615,46.82468418473006,3,1.0,2123.0,3.326932,327.17798,2.8450344,4522.0,3689.0,3663.0,3958.0,3663.0,4522.0,398.94946,859.0
subtype,725,946,96.24999111698612,46.82468418473006,1,0.9543959,1672.0,2.3042223,215.96558,3.2129197,4108.0,2280.0,3168.0,3185.3333,2280.0,4108.0,746.37854,1828.0
subtype,725,1830,104.1910982286027,46.82468418473006,0,0.9802422,1841.0,7.6520023,274.6346,2.0072818,4204.0,5554.0,4601.0,4786.3335,4204.0,5554.0,566.5017,1350.0
subtype,725,1945,105.22416080534015,46.82468418473006,0,0.99759156,1360.0,1.2437875,180.0,3.8298626,4928.0,5369.0,4210.0,4835.6665,4210.0,5369.0,477.64304,1159.0
subtype,725,1946,105.23314395818134,46.82468418473006,0,0.9979762,1369.0,1.4896921,114.67282,3.6493936,4928.0,5369.0,4210.0,4835.6665,4210.0,5369.0,477.64304,1159.0
subtype,725,2012,105.82603204570023,46.82468418473006,0,0.9979762,1316.0,2.060971,318.95227,3.3245904,4641.0,3938.0,3719.0,4099.3335,3719.0,4641.0,393.3127,922.0
subtype,725,2196,107.47893216848014,46.82468418473006,0,0.9979762,1389.0,1.0960768,235.43079,3.9563153,5449.0,4936.0,4034.0,4806.3335,4034.0,5449.0,584.90247,1415.0
subtype,725,2377,109.10488283273648,46.82468418473006,0,0.9815911,1178.0,1.3889824,257.06427,3.7194185,4792.0,5131.0,4435.0,4786.0,4435.0,5131.0,284.1725,696.0
subtype,725,2412,109.41929318217831,46.82468418473006,0,1.0,1212.0,2.1759233,180.0,3.2702665,4329.0,5140.0,4522.0,4663.6665,4329.0,5140.0,345.91168,811.0
subtype,725,3120,115.77936539374453,46.82468418473006,0,1.0,706.0,1.6187232,343.81464,3.5662878,5831.0,5725.0,5588.0,5714.6665,5588.0,5831.0,99.47306,243.0
subtype,725,3699,120.98061088879655,46.82468418473006,0,1.0,861.0,11.189615,16.185371,1.6204079,7605.0,7891.0,7876.0,7790.6665,7605.0,7891.0,131.4289,286.0
subtype,725,3962,123.3431800860309,46.82468418473006,0,1.0,140.0,1.0363069,25.815376,4.012399,7397.0,7678.0,7487.0,7520.6665,7397.0,7678.0,117.16181,281.0
subtype,726,528,92.49503322936653,46.815701031888864,3,1.0,2452.0,4.2398047,252.97014,2.6018686,3561.0,2132.0,2094.0,2595.6667,2094.0,3561.0,682.77,1467.0
subtype,726,549,92.68367943903162,46.815701031888864,3,0.99996907,2145.0,1.8378989,312.57996,3.4392297,3605.0,2695.0,2979.0,3093.0,2695.0,3605.0,380.15085,910.0
subtype,726,576,92.9262245657439,46.815701031888864,3,1.0,2042.0,3.326769,327.18234,2.8450835,4522.0,3689.0,3663.0,3958.0,3663.0,4522.0,398.94946,859.0
subtype,726,589,93.04300555267943,46.815701031888864,3,0.9996154,2085.0,9.044044,8.536607,1.8377603,4191.0,3487.0,4000.0,3892.6667,3487.0,4191.0,297.25897,704.0
subtype,726,716,94.18386596351122,46.815701031888864,1,0.97898245,1541.0,1.9190459,193.59508,3.395995,2000.0,1996.0,2034.0,2010.0,1996.0,2034.0,17.048948,38.0
subtype,726,1019,96.90576127439338,46.815701031888864,3,0.99963355,2028.0,1.5365199,35.96103,3.61843,4237.0,3507.0,3328.0,3690.6667,3328.0,4237.0,393.16693,909.0
subtype,726,3513,119.30974446033424,46.815701031888864,0,1.0,1021.0,1.9084827,289.01334,3.4015186,7767.0,8276.0,7944.0,7995.6665,7767.0,8276.0,210.98552,509.0
subtype,726,3662,120.64823423367233,46.815701031888864,0,1.0,883.0,15.060243,209.84091,1.3127561,7851.0,8146.0,8095.0,8030.6665,7851.0,8146.0,128.73831,295.0
subtype,727,438,91.68654947365896,46.80671787904767,3,0.9984985,3408.0,38.883068,75.18045,0.21516111,3493.0,2813.0,3129.0,3145.0,2813.0,3493.0,277.83926,680.0
subtype,727,535,92.5579152992549,46.80671787904767,3,0.9997059,2356.0,13.026034,189.79889,1.4638329,3605.0,2202.0,2493.0,2766.6667,2202.0,3605.0,604.57825,1403.0
subtype,727,536,92.56689845209608,46.80671787904767,3,1.0,2282.0,9.079854,279.77734,1.8337419,3605.0,2202.0,2493.0,2766.6667,2202.0,3605.0,604.57825,1403.0
subtype,727,552,92.71062889755521,46.80671787904767,3,0.99104404,2091.0,1.3885418,257.0601,3.7197359,3605.0,2695.0,3467.0,3255.6667,2695.0,3605.0,400.4342,910.0
subtype,727,555,92.7375783560788,46.80671787904767,3,0.9976353,2049.0,1.3230405,340.06473,3.7680733,3605.0,2695.0,3467.0,3255.6667,2695.0,3605.0,400.4342,910.0
subtype,727,558,92.76452781460239,46.80671787904767,3,0.9942535,2012.0,1.2977476,315.9559,3.7873816,3605.0,3172.0,3467.0,3414.6667,3172.0,3605.0,180.6033,433.0
subtype,727,564,92.81842673164955,46.80671787904767,3,0.99870896,2041.0,2.594165,44.044086,3.0942564,4160.0,3172.0,3291.0,3541.0,3172.0,4160.0,440.38696,988.0
subtype,727,674,93.80657354418103,46.80671787904767,1,0.98486227,1752.0,1.6186812,196.18025,3.5663137,3419.0,2248.0,2845.0,2837.3333,2248.0,3419.0,478.08948,1171.0
subtype,727,799,94.92946764933043,46.80671787904767,1,0.9671028,1550.0,0.3109927,0.0,5.2160187,3391.0,2406.0,2575.0,2790.6667,2406.0,3391.0,430.07,985.0
subtype,727,2007,105.78111628149425,46.80671787904767,0,0.9979762,1357.0,0.0,180.0,13.815511,4878.0,3938.0,3943.0,4253.0,3938.0,4878.0,441.94647,940.0
subtype,727,2481,110.03913072822078,46.80671787904767,0,1.0,1151.0,3.170308,264.3762,2.893359,6142.0,5812.0,4741.0,5565.0,4741.0,6142.0,598.02844,1401.0
subtype,727,2722,112.20407056294883,46.80671787904767,0,1.0,1084.0,1.4892814,294.68008,3.6496694,6248.0,6531.0,5043.0,5940.6665,5043.0,6531.0,645.17505,1488.0
subtype,727,2736,112.32983470272556,46.80671787904767,0,1.0,1046.0,0.9329047,0.0,4.1175294,5901.0,6531.0,4785.0,5739.0,4785.0,6531.0,721.9474,1746.0
subtype,727,3047,115.12359523633728,46.80671787904767,0,1.0,921.0,3.6739514,338.41312,2.7455719,6711.0,5720.0,5188.0,5873.0,5188.0,6711.0,631.1043,1523.0
subtype,727,3261,117.04598994435305,46.80671787904767,0,1.0,733.0,2.0606744,138.96176,3.3247344,5756.0,5178.0,5075.0,5336.3335,5075.0,5756.0,299.71356,681.0
subtype,727,3707,121.05247611152612,46.80671787904767,0,1.0,816.0,16.95369,64.70191,1.1879417,7472.0,7895.0,7820.0,7729.0,7472.0,7895.0,184.28781,423.0
subtype,727,3729,121.25010547403241,46.80671787904767,0,1.0,581.0,0.54796445,55.42184,4.6496367,7485.0,7820.0,7836.0,7713.6665,7485.0,7836.0,161.82364,351.0
subtype,728,425,91.56976848672342,46.79773472620647,3,0.9996667,3279.0,33.682472,212.11362,0.40575084,3474.0,3114.0,3391.0,3326.3333,3114.0,3474.0,153.91844,360.0
subtype,728,528,92.49503322936653,46.79773472620647,3,0.9974378,2576.0,12.43213,270.0,1.5120698,2376.0,2219.0,2037.0,2210.6667,2037.0,2376.0,138.52156,339.0
subtype,728,568,92.85435934301434,46.79773472620647,3,0.99682236,2034.0,2.561624,31.867264,3.1068966,3723.0,3095.0,3950.0,3589.3333,3095.0,3950.0,361.62256,855.0
subtype,728,808,95.01031602490119,46.79773472620647,1,0.9817841,1648.0,0.3109927,0.0,5.2160187,4281.0,2676.0,3087.0,3348.0,2676.0,4281.0,680.7334,1605.0
subtype,728,958,96.35778895108047,46.79773472620647,1,0.9755631,1783.0,5.5687704,198.84476,2.3278866,4320.0,2789.0,3623.0,3577.3333,2789.0,4320.0,625.86176,1531.0
subtype,728,2429,109.57200678047863,46.79773472620647,0,0.99833333,1230.0,1.8304071,260.22104,3.443317,5393.0,4753.0,4186.0,4777.3335,4186.0,5393.0,493.05603,1207.0
subtype,728,2437,109.6438720032082,46.79773472620647,0,0.99766666,1163.0,0.9021384,270.0,4.151068,5393.0,4814.0,4260.0,4822.3335,4260.0,5393.0,462.58282,1133.0
subtype,728,2690,111.91660967203059,46.79773472620647,0,1.0,1212.0,0.7683096,35.95193,4.311655,5779.0,6313.0,5002.0,5698.0,5002.0,6313.0,538.2695,1311.0
subtype,728,3227,116.74056274775242,46.79773472620647,0,1.0,714.0,0.54790246,124.582634,4.6497498,5372.0,4810.0,5211.0,5131.0,4810.0,5372.0,236.3063,562.0
subtype,729,502,92.26147125549545,46.788751573365275,3,0.99925,2655.0,10.632602,35.947388,1.6727244,3122.0,2601.0,2528.0,2750.3333,2528.0,3122.0,264.4924,594.0
subtype,729,506,92.29740386686024,46.788751573365275,3,1.0,2656.0,8.753449,342.13666,1.8709497,3122.0,2601.0,2528.0,2750.3333,2528.0,3122.0,264.4924,594.0
subtype,729,546,92.65672998050805,46.788751573365275,3,0.9962131,2108.0,1.0955808,235.4129,3.9567683,3376.0,2415.0,2751.0,2847.3333,2415.0,3376.0,398.1962,961.0
subtype,729,602,93.15978653961497,46.788751573365275,3,0.9999907,2049.0,12.719614,70.32652,1.4884579,3658.0,3000.0,3510.0,3389.3333,3000.0,3658.0,281.8526,658.0
subtype,729,810,95.02828233058358,46.788751573365275,1,0.9799388,1653.0,1.907629,70.97781,3.4019663,4281.0,2676.0,3087.0,3348.0,2676.0,4281.0,680.7334,1605.0
subtype,729,1803,103.94855310189043,46.788751573365275,0,0.9925178,1642.0,0.90198785,90.0,4.151235,4085.0,5491.0,5019.0,4865.0,4085.0,5491.0,584.2351,1406.0
subtype,729,1912,104.92771676158071,46.788751573365275,0,0.9883672,1349.0,2.030241,297.34534,3.3396256,5919.0,5470.0,4594.0,5327.6665,4594.0,5919.0,550.2123,1325.0
subtype,729,2139,106.96689245653202,46.788751573365275,1,0.99999666,1303.0,0.45102188,90.0,4.844319,4203.0,4604.0,4194.0,4333.6665,4194.0,4604.0,191.18983,410.0
subtype,729,2433,109.60793939184342,46.788751573365275,0,1.0,1187.0,1.3229891,340.07086,3.7681122,5393.0,4814.0,4260.0,4822.3335,4260.0,5393.0,462.58282,1133.0
subtype,729,2784,112.76102603910293,46.788751573365275,0,1.0,943.0,0.7682654,35.947388,4.3117123,5683.0,5907.0,4629.0,5406.3335,4629.0,5907.0,557.2129,1278.0
subtype,729,3189,116.39920293978699,46.788751573365275,0,1.0,712.0,0.5478405,124.5871,4.6498632,5747.0,5231.0,4941.0,5306.3335,4941.0,5747.0,333.332,806.0
subtype,729,3907,122.84910667976516,46.788751573365275,0,1.0,198.0,0.5478405,304.5871,4.6498632,7564.0,7472.0,7718.0,7584.6665,7472.0,7718.0,101.486725,246.0
subtype,730,389,91.2463749844404,46.77976842052408,3,0.9856369,2024.0,18.349659,274.69342,1.1035812,2460.0,2295.0,2537.0,2430.6667,2295.0,2537.0,100.949936,242.0
subtype,730,438,91.68654947365896,46.77976842052408,3,1.0,3405.0,29.665165,346.41367,0.56284654,3628.0,3483.0,3231.0,3447.3333,3231.0,3628.0,164.02505,397.0
subtype,730,552,92.71062889755521,46.77976842052408,3,0.997963,2048.0,0.54777855,304.59158,4.6499763,3376.0,2659.0,2751.0,2928.6667,2659.0,3376.0,318.5345,717.0
subtype,730,1946,105.23314395818134,46.77976842052408,0,0.9979762,1411.0,1.6429352,124.59157,3.5514336,5337.0,5339.0,4967.0,5214.3335,4967.0,5339.0,174.89299,372.0
subtype,730,2460,109.85048451855569,46.77976842052408,0,0.99833333,1246.0,1.797021,210.1144,3.461737,5919.0,5303.0,4380.0,5200.6665,4380.0,5919.0,632.44727,1539.0
subtype,730,2896,113.76713915731679,46.77976842052408,0,0.9996154,1003.0,2.703727,270.0,3.052832,6212.0,6195.0,5556.0,5987.6665,5556.0,6212.0,305.31332,656.0
subtype,730,3567,119.79483471375879,46.77976842052408,0,1.0,1171.0,5.112575,31.85869,2.4138536,8204.0,8134.0,8475.0,8271.0,8134.0,8475.0,147.05328,341.0
subtype,730,3703,121.01654350016133,46.77976842052408,0,1.0,819.0,9.464397,97.48349,1.7915301,7630.0,7940.0,7715.0,7761.6665,7630.0,7940.0,130.78821,310.0
subtype,731,510,92.33333647822502,46.77078526768289,3,1.0,2608.0,3.3874302,156.4939,2.8269725,2982.0,2601.0,2528.0,2703.6667,2528.0,2982.0,199.05498,454.0
