class,support,producer_accuracy,user_accuracy,f1
0,900,1.0,0.9977827050997783,0.9988901220865705
1,900,0.9977777777777778,0.9988876529477196,0.9983324068927181
2,900,0.9977777777777778,1.0,0.9988876529477196
3,900,1.0,0.9977827050997783,0.9988901220865705
4,900,0.9988888888888889,1.0,0.9994441356309061
