class,support,producer_accuracy,user_accuracy,f1
0,847,1.0,0.9952996474735605,0.9976442873969376
1,972,0.9958847736625515,0.9877551020408163,0.9918032786885246
2,977,0.9877175025588536,0.9856996935648621,0.9867075664621677
3,923,0.9848320693391116,0.9967105263157895,0.9907356948228883
4,1110,0.9972972972972973,1.0,0.9986468200270636
