class,support,producer_accuracy,user_accuracy,f1
0,900,0.6511111111111111,0.7427122940430925,0.6939017169923031
1,900,0.6966666666666667,0.6099221789883269,0.650414937759336
2,900,0.47888888888888886,0.4736263736263736,0.4762430939226519
3,900,0.9977777777777778,0.9933628318584071,0.9955654101995566
4,900,0.5244444444444445,0.5431530494821634,0.5336348219332957
